month_paid,payment_authority,payment_library,bill_reason,payment_type,number_of_payments,system_paid,real_amount_paid
2017-03,Bristol,Henleaze Library,OVERDUEX,FORGIVEN,0,0,0
2017-03,Bristol,Henleaze Library,PROCESSFEE,CASH,0,0,0
2017-03,Bristol,Henleaze Library,PROCESSFEE,CREDITCARD,0,0,0
2017-03,Bristol,Henleaze Library,PROCESSFEE,DEBITCARD,0,0,0
2017-03,Bristol,Henleaze Library,REFERRAL,CASH,0,10,10
2017-03,Bristol,Henleaze Library,REFERRAL,DEBITCARD,0,20,20
2017-03,Bristol,Henleaze Library,REFERRAL,FORGIVEN,0,10,0
2017-03,Bristol,Henleaze Library,SALENOVAT,CASH,0,0,0
2017-03,Bristol,Henleaze Library,SALENOVAT,FORGIVEN,0,0,0
2017-03,Bristol,Hillfields Library,CHARGE,CANCEL,0,0,0
2017-03,Bristol,Hillfields Library,CHARGE,CASH,10,10,10
2017-03,Bristol,Hillfields Library,CHARGE,FORGIVEN,0,0,0
2017-03,Bristol,Hillfields Library,LOST,CANCEL,10,20,0
2017-03,Bristol,Hillfields Library,LOST,CASH,0,0,0
2017-03,Bristol,Hillfields Library,OVERDUE,CANCEL,0,0,0
2017-03,Bristol,Hillfields Library,OVERDUE,CASH,20,10,10
2017-03,Bristol,Horfield Library,CHARGE,CANCEL,0,0,0
2017-03,Bristol,Horfield Library,CHARGE,CASH,50,60,60
2017-03,Bristol,Horfield Library,CHARGE,FORGIVEN,20,20,0
2017-03,Bristol,Horfield Library,CREDIT,CASH,0,0,0
2017-03,Bristol,Horfield Library,HOLDX,CASH,0,0,0
2017-03,Bristol,Horfield Library,HOLDX,FORGIVEN,0,0,0
2017-03,Bristol,Horfield Library,LOST,CANCEL,50,230,0
2017-03,Bristol,Horfield Library,LOST,CASH,0,10,10
2017-03,Bristol,Horfield Library,LOST,FORGIVEN,0,0,0
2017-03,Bristol,Horfield Library,OVERDUE,CANCEL,10,0,0
2017-03,Bristol,Horfield Library,OVERDUE,CASH,90,60,60
2017-03,Bristol,Horfield Library,OVERDUE,CREDITACCT,0,0,0
2017-03,Bristol,Horfield Library,OVERDUE,FORGIVEN,50,30,0
2017-03,Bristol,Horfield Library,OVERDUEX,FORGIVEN,0,0,0
2017-03,Bristol,Junction 3 Library,BFR,CASH,0,10,10
2017-03,Bristol,Junction 3 Library,CHARGE,CASH,80,90,90
2017-03,Bristol,Junction 3 Library,CHARGE,FORGIVEN,0,10,0
2017-03,Bristol,Junction 3 Library,CHARGEX,CASH,0,0,0
2017-03,Bristol,Junction 3 Library,DAMAGE,FORGIVEN,0,0,0
2017-03,Bristol,Junction 3 Library,HOLD,CASH,0,10,10
2017-03,Bristol,Junction 3 Library,HOLDX,CASH,0,0,0
2017-03,Bristol,Junction 3 Library,HOLDX,FORGIVEN,0,0,0
2017-03,Bristol,Junction 3 Library,LOST,CANCEL,130,620,0
2017-03,Bristol,Junction 3 Library,LOST,CASH,20,90,90
2017-03,Bristol,Junction 3 Library,LOST,FORGIVEN,40,160,0
2017-03,Bristol,Junction 3 Library,LOSTX,CANCEL,0,10,0
2017-03,Bristol,Junction 3 Library,OVERDUE,CANCEL,10,20,0
2017-03,Bristol,Junction 3 Library,OVERDUE,CASH,220,220,220
2017-03,Bristol,Junction 3 Library,OVERDUE,FORGIVEN,20,20,0
2017-03,Bristol,Junction 3 Library,PROCESSFEE,FORGIVEN,0,0,0
2017-03,Bristol,Junction 3 Library,REFERRAL,CASH,0,20,20
2017-03,Bristol,Junction 3 Library,SALENOVAT,CASH,0,0,0
2017-03,Bristol,Knowle Library,BFR,FORGIVEN,10,30,0
2017-03,Bristol,Knowle Library,CHARGE,CASH,150,180,180
2017-03,Bristol,Knowle Library,CHARGE,FORGIVEN,10,10,0
2017-03,Bristol,Knowle Library,HOLDX,FORGIVEN,0,0,0
2017-03,Bristol,Knowle Library,LOST,CANCEL,60,350,0
2017-03,Bristol,Knowle Library,LOST,CASH,20,120,120
2017-03,Bristol,Knowle Library,LOST,FORGIVEN,10,60,0
2017-03,Bristol,Knowle Library,LOSTX,CASH,0,30,30
2017-03,Bristol,Knowle Library,LOSTX,FORGIVEN,0,10,0
2017-03,Bristol,Knowle Library,OVERDUE,CANCEL,0,0,0
2017-03,Bristol,Knowle Library,OVERDUE,CASH,220,150,150
2017-03,Bristol,Knowle Library,OVERDUE,FORGIVEN,40,40,0
2017-03,Bristol,Knowle Library,OVERDUEX,CASH,0,0,0
2017-03,Bristol,Knowle Library,OVERDUEX,FORGIVEN,0,10,0
2017-03,Bristol,Knowle Library,REFERRAL,CASH,0,10,10
2017-03,Bristol,Knowle Library,SALENOVAT,CANCEL,0,0,0
2017-03,Bristol,Lawrence Weston Library,CHARGE,CASH,0,0,0
2017-03,Bristol,Lawrence Weston Library,OVERDUE,CASH,10,0,0
2017-03,Bristol,Lockleaze Library,LOST,CANCEL,0,20,0
2017-03,Bristol,Marksbury Road Library,BFR,CANCEL,0,30,0
2017-03,Bristol,Marksbury Road Library,CHARGE,CASH,10,10,10
2017-03,Bristol,Marksbury Road Library,CREDIT,CASH,0,0,0
2017-03,Bristol,Marksbury Road Library,LOST,CANCEL,20,80,0
2017-03,Bristol,Marksbury Road Library,LOST,CASH,0,10,10
2017-03,Bristol,Marksbury Road Library,OVERDUE,CANCEL,10,10,0
2017-03,Bristol,Marksbury Road Library,OVERDUE,CASH,40,40,40
2017-03,Bristol,Marksbury Road Library,OVERDUE,FORGIVEN,10,10,0
2017-03,Bristol,Marksbury Road Library,OVERDUEX,CASH,0,0,0
2017-03,Bristol,Marksbury Road Library,PROCESSFEE,CASH,0,0,0
2017-03,Bristol,Marksbury Road Library,SALENOVAT,CASH,0,0,0
2017-03,Bristol,Redland Library,CHARGE,CANCEL,0,0,0
2017-03,Bristol,Redland Library,CHARGE,CASH,290,330,330
2017-03,Bristol,Redland Library,CHARGE,CREDITCARD,60,100,100
2017-03,Bristol,Redland Library,CHARGE,FORGIVEN,20,20,0
2017-03,Bristol,Redland Library,CHARGEX,CREDITCARD,0,10,10
2017-03,Bristol,Redland Library,CHARGEX,FORGIVEN,0,0,0
2017-03,Bristol,Redland Library,CREDIT,CASH,0,0,0
2017-03,Bristol,Redland Library,CREDIT,CREDITCARD,0,0,0
2017-03,Bristol,Redland Library,HOLDX,CREDITCARD,0,10,10
2017-03,Bristol,Redland Library,HOLDX,FORGIVEN,0,0,0
2017-03,Bristol,Redland Library,LOST,CANCEL,20,160,0
2017-03,Bristol,Redland Library,LOST,CASH,0,20,20
2017-03,Bristol,Redland Library,LOST,CREDITCARD,0,40,40
2017-03,Bristol,Redland Library,LOST,FORGIVEN,10,30,0
2017-03,Bristol,Redland Library,LOSTX,FORGIVEN,0,10,0
2017-03,Bristol,Redland Library,OVERDUE,CASH,290,210,210
2017-03,Bristol,Redland Library,OVERDUE,CREDITCARD,130,130,130
2017-03,Bristol,Redland Library,OVERDUE,FORGIVEN,70,110,0
2017-03,Bristol,Redland Library,OVERDUEX,CASH,0,0,0
2017-03,Bristol,Redland Library,OVERDUEX,CREDITCARD,0,0,0
2017-03,Bristol,Redland Library,OVERDUEX,FORGIVEN,0,0,0
2017-03,Bristol,Redland Library,PROCESSFEE,CASH,0,0,0
2017-03,Bristol,Redland Library,REFERRAL,CASH,0,10,10
2017-03,Bristol,Redland Library,SALENOVAT,CREDITCARD,0,10,10
2017-03,Bristol,Sea Mills Library,CHARGE,CANCEL,10,10,0
2017-03,Bristol,Sea Mills Library,CHARGE,CASH,40,50,50
2017-03,Bristol,Sea Mills Library,CHARGE,FORGIVEN,10,10,0
2017-03,Bristol,Sea Mills Library,LOST,CANCEL,50,210,0
2017-03,Bristol,Sea Mills Library,OVERDUE,CANCEL,10,10,0
2017-03,Bristol,Sea Mills Library,OVERDUE,CASH,90,80,80
2017-03,Bristol,Sea Mills Library,OVERDUE,DEBITCARD,0,0,0
2017-03,Bristol,Sea Mills Library,OVERDUE,FORGIVEN,20,10,0
2017-03,Bristol,Shirehampton Library,CHARGE,CASH,10,20,20
2017-03,Bristol,Shirehampton Library,CHARGE,FORGIVEN,0,0,0
2017-03,Bristol,Shirehampton Library,HOLDX,CASH,0,0,0
2017-03,Bristol,Shirehampton Library,LOST,CANCEL,10,50,0
2017-03,Bristol,Shirehampton Library,OVERDUE,CASH,60,60,60
2017-03,Bristol,Shirehampton Library,OVERDUE,CREDITACCT,0,0,0
2017-03,Bristol,Shirehampton Library,OVERDUE,FORGIVEN,0,10,0
2017-03,Bristol,Shirehampton Library,REFERRAL,CASH,0,10,10
2017-03,Bristol,Southmead Library,CHARGE,CANCEL,0,0,0
2017-03,Bristol,Southmead Library,CHARGE,CASH,10,10,10
2017-03,Bristol,Southmead Library,HOLDX,CASH,0,0,0
2017-03,Bristol,Southmead Library,LOST,CANCEL,20,80,0
2017-03,Bristol,Southmead Library,LOST,FORGIVEN,0,10,0
2017-03,Bristol,Southmead Library,OVERDUE,CANCEL,10,10,0
2017-03,Bristol,Southmead Library,OVERDUE,CASH,40,30,30
2017-03,Bristol,Southmead Library,OVERDUE,FORGIVEN,0,0,0
2017-03,Bristol,Southmead Library,OVERDUEX,CASH,0,0,0
2017-03,Bristol,St George Library,BFR,CANCEL,0,10,0
2017-03,Bristol,St George Library,CHARGE,CANCEL,0,0,0
2017-03,Bristol,St George Library,CHARGE,CASH,100,100,100
2017-03,Bristol,St George Library,CHARGE,FORGIVEN,0,0,0
2017-03,Bristol,St George Library,CHARGEX,CASH,0,0,0
2017-03,Bristol,St George Library,CREDIT,CASH,0,0,0
2017-03,Bristol,St George Library,DAMAGE,CASH,0,10,10
2017-03,Bristol,St George Library,HOLDX,CASH,0,0,0
2017-03,Bristol,St George Library,LOST,CANCEL,90,470,0
2017-03,Bristol,St George Library,LOST,CASH,10,20,20
2017-03,Bristol,St George Library,LOST,FORGIVEN,0,30,0
2017-03,Bristol,St George Library,LOSTX,CASH,0,20,20
2017-03,Bristol,St George Library,LOSTX,FORGIVEN,0,50,0
2017-03,Bristol,St George Library,OVERDUE,CANCEL,10,20,0
2017-03,Bristol,St George Library,OVERDUE,CASH,210,180,180
2017-03,Bristol,St George Library,OVERDUE,FORGIVEN,10,10,0
2017-03,Bristol,St George Library,OVERDUEX,CASH,10,20,20
2017-03,Bristol,St George Library,OVERDUEX,FORGIVEN,20,50,0
2017-03,Bristol,St George Library,PROCESSFEE,CASH,0,0,0
2017-03,Bristol,St George Library,REFERRAL,CASH,0,10,10
2017-03,Bristol,St George Library,SALENOVAT,CASH,0,10,10
2017-03,Bristol,St George Library,SALENOVAT,FORGIVEN,0,0,0
2017-03,Bristol,St George Library,SALEVAT,CASH,0,0,0
2017-03,Bristol,St Pauls Library,CHARGE,CASH,10,10,10
2017-03,Bristol,St Pauls Library,CHARGEX,CASH,0,0,0
2017-03,Bristol,St Pauls Library,LOST,CANCEL,10,70,0
2017-03,Bristol,St Pauls Library,LOST,CASH,0,30,30
2017-03,Bristol,St Pauls Library,OVERDUE,CASH,30,20,20
2017-03,Bristol,St Pauls Library,OVERDUE,FORGIVEN,0,0,0
2017-03,Bristol,St Pauls Library,OVERDUEX,CASH,0,0,0
2017-03,Bristol,St Pauls Library,PROCESSFEE,CASH,0,0,0
2017-03,Bristol,St Pauls Library,PROCESSFEE,FORGIVEN,0,0,0
2017-03,Bristol,Stockwood Library,CHARGE,CANCEL,0,0,0
2017-03,Bristol,Stockwood Library,CHARGE,CASH,70,100,100
2017-03,Bristol,Stockwood Library,CHARGE,FORGIVEN,0,0,0
2017-03,Bristol,Stockwood Library,CHARGEX,CASH,0,0,0
2017-03,Bristol,Stockwood Library,LOST,CANCEL,40,160,0
2017-03,Bristol,Stockwood Library,LOST,CASH,0,0,0
2017-03,Bristol,Stockwood Library,LOSTX,CANCEL,0,10,0
2017-03,Bristol,Stockwood Library,OVERDUE,CANCEL,0,0,0
2017-03,Bristol,Stockwood Library,OVERDUE,CASH,130,90,90
2017-03,Bristol,Stockwood Library,OVERDUE,FORGIVEN,30,20,0
2017-03,Bristol,Stockwood Library,SALEVAT,CASH,0,0,0
2017-03,Bristol,Westbury-on-Trym Library,BFR,CANCEL,10,60,0
2017-03,Bristol,Westbury-on-Trym Library,CHARGE,CASH,110,150,150
2017-03,Bristol,Westbury-on-Trym Library,CHARGE,FORGIVEN,0,10,0
2017-03,Bristol,Westbury-on-Trym Library,CREDIT,CASH,0,0,0
2017-03,Bristol,Westbury-on-Trym Library,HOLDX,CASH,0,0,0
2017-03,Bristol,Westbury-on-Trym Library,LOST,CANCEL,80,360,0
2017-03,Bristol,Westbury-on-Trym Library,LOST,CASH,0,20,20
2017-03,Bristol,Westbury-on-Trym Library,LOST,FORGIVEN,0,0,0
2017-03,Bristol,Westbury-on-Trym Library,OVERDUE,CANCEL,0,0,0
2017-03,Bristol,Westbury-on-Trym Library,OVERDUE,CASH,260,170,170
2017-03,Bristol,Westbury-on-Trym Library,OVERDUE,FORGIVEN,20,30,0
2017-03,Bristol,Westbury-on-Trym Library,OVERDUEX,CASH,0,0,0
2017-03,Bristol,Westbury-on-Trym Library,OVERDUEX,FORGIVEN,0,10,0
2017-03,Bristol,Whitchurch Library,CHARGE,CANCEL,10,10,0
2017-03,Bristol,Whitchurch Library,CHARGE,CASH,10,10,10
2017-03,Bristol,Whitchurch Library,CHARGE,FORGIVEN,0,10,0
2017-03,Bristol,Whitchurch Library,LOST,CANCEL,10,80,0
2017-03,Bristol,Whitchurch Library,LOST,FORGIVEN,0,0,0
2017-03,Bristol,Whitchurch Library,LOSTX,CANCEL,0,10,0
2017-03,Bristol,Whitchurch Library,OVERDUE,CASH,60,50,50
2017-03,Bristol,Whitchurch Library,OVERDUE,FORGIVEN,20,30,0
2017-03,Bristol,Whitchurch Library,OVERDUEX,FORGIVEN,0,0,0
2017-03,Bristol,Whitchurch Library,REFERRAL,CASH,0,10,10
2017-03,Bristol,Whitchurch Library,SALENOVAT,CASH,0,0,0
2017-03,Bristol,Whitchurch Library,SALENOVAT,FORGIVEN,0,10,0
2017-03,Bristol,Wick Road Library,BFR,CASH,0,10,10
2017-03,Bristol,Wick Road Library,CHARGE,CANCEL,10,10,0
2017-03,Bristol,Wick Road Library,CHARGE,CASH,140,160,160
2017-03,Bristol,Wick Road Library,CHARGE,FORGIVEN,10,10,0
2017-03,Bristol,Wick Road Library,CREDIT,CASH,0,0,0
2017-03,Bristol,Wick Road Library,HOLDX,CASH,0,0,0
2017-03,Bristol,Wick Road Library,LOST,CANCEL,70,290,0
2017-03,Bristol,Wick Road Library,LOST,CASH,0,10,10
2017-03,Bristol,Wick Road Library,LOST,FORGIVEN,0,20,0
2017-03,Bristol,Wick Road Library,LOSTX,FORGIVEN,0,40,0
2017-03,Bristol,Wick Road Library,OVERDUE,CANCEL,0,0,0
2017-03,Bristol,Wick Road Library,OVERDUE,CASH,170,120,120
2017-03,Bristol,Wick Road Library,OVERDUE,FORGIVEN,20,20,0
2017-03,Bristol,Wick Road Library,OVERDUEX,FORGIVEN,0,0,0
2017-03,Dorset,Beaminster Library,CHARGE,CASH,20,40,40
2017-03,Dorset,Beaminster Library,CHARGE,FORGIVEN,0,0,0
2017-03,Dorset,Beaminster Library,CHARGEX,CASH,0,0,0
2017-03,Dorset,Beaminster Library,LOST,CANCEL,10,60,0
2017-03,Dorset,Beaminster Library,OVERDUE,CASH,50,40,40
2017-03,Dorset,Beaminster Library,OVERDUE,FORGIVEN,10,10,0
2017-03,Dorset,Blandford Library,CHARGE,CANCEL,0,0,0
2017-03,Dorset,Blandford Library,CHARGE,CASH,120,260,260
2017-03,Dorset,Blandford Library,CHARGE,FORGIVEN,0,0,0
2017-03,Dorset,Blandford Library,LOST,CANCEL,40,180,0
2017-03,Dorset,Blandford Library,LOST,CASH,0,30,30
2017-03,Dorset,Blandford Library,LOST,CHEQUE,0,10,10
2017-03,Dorset,Blandford Library,OVERDUE,CANCEL,10,10,0
2017-03,Dorset,Blandford Library,OVERDUE,CASH,130,160,160
2017-03,Dorset,Blandford Library,OVERDUE,CHEQUE,0,0,0
2017-03,Dorset,Blandford Library,OVERDUE,FORGIVEN,0,10,0
2017-03,Dorset,Blandford Library,OVERDUEX,CASH,0,10,10
2017-03,Dorset,Bridport Library,CHARGE,CANCEL,10,30,0
2017-03,Dorset,Bridport Library,CHARGE,CASH,170,360,360
2017-03,Dorset,Bridport Library,CHARGE,FORGIVEN,0,0,0
2017-03,Dorset,Bridport Library,CHARGEX,CANCEL,0,0,0
2017-03,Dorset,Bridport Library,DAMAGE,CASH,0,0,0
2017-03,Dorset,Bridport Library,HOLD,CASH,0,0,0
2017-03,Dorset,Bridport Library,LOST,CANCEL,40,170,0
2017-03,Dorset,Bridport Library,LOST,CASH,0,10,10
2017-03,Dorset,Bridport Library,OVERDUE,CANCEL,10,20,0
2017-03,Dorset,Bridport Library,OVERDUE,CASH,190,170,170
2017-03,Dorset,Bridport Library,OVERDUE,FORGIVEN,30,50,0
2017-03,Dorset,Bridport Library,OVERDUEX,CASH,10,10,10
2017-03,Dorset,Bridport Library,PROCESSFEE,CASH,0,0,0
2017-03,Dorset,Burton Bradstock Library,CHARGE,CASH,0,0,0
2017-03,Dorset,Burton Bradstock Library,LOST,CANCEL,0,0,0
2017-03,Dorset,Burton Bradstock Library,LOSTCARD,CANCEL,0,0,0
2017-03,Dorset,Burton Bradstock Library,OVERDUE,CANCEL,0,0,0
2017-03,Dorset,Burton Bradstock Library,OVERDUE,CASH,20,10,10
2017-03,Dorset,Charmouth Library,CHARGE,CASH,0,10,10
2017-03,Dorset,Charmouth Library,ILL,CASH,0,20,20
2017-03,Dorset,Charmouth Library,LOST,CANCEL,0,0,0
2017-03,Dorset,Charmouth Library,LOST,CASH,0,0,0
2017-03,Dorset,Charmouth Library,OVERDUE,CASH,10,10,10
2017-03,Dorset,Chickerell Library,CHARGE,CASH,0,10,10
2017-03,Dorset,Chickerell Library,OVERDUE,CANCEL,0,20,0
2017-03,Dorset,Chickerell Library,OVERDUE,CASH,0,10,10
2017-03,Dorset,Christchurch Library,BFR,CANCEL,0,20,0
2017-03,Dorset,Christchurch Library,BFR,CASH,0,0,0
2017-03,Dorset,Christchurch Library,BFR,FORGIVEN,0,10,0
2017-03,Dorset,Christchurch Library,CHARGE,CANCEL,0,10,0
2017-03,Dorset,Christchurch Library,CHARGE,CASH,260,580,580
2017-03,Dorset,Christchurch Library,CHARGE,FORGIVEN,10,20,0
2017-03,Dorset,Christchurch Library,CHARGEX,CASH,0,0,0
2017-03,Dorset,Christchurch Library,CHARGEX,FORGIVEN,0,0,0
2017-03,Dorset,Christchurch Library,DAMAGE,CASH,0,10,10
2017-03,Dorset,Christchurch Library,LOST,CANCEL,50,290,0
2017-03,Dorset,Christchurch Library,LOST,CASH,10,20,20
2017-03,Dorset,Christchurch Library,LOST,FORGIVEN,0,0,0
2017-03,Dorset,Christchurch Library,LOSTCARD,CASH,0,10,10
2017-03,Dorset,Christchurch Library,MISC,CASH,0,0,0
2017-03,Dorset,Christchurch Library,OVERDUE,CANCEL,20,180,0
2017-03,Dorset,Christchurch Library,OVERDUE,CASH,380,350,350
2017-03,Dorset,Christchurch Library,OVERDUE,FORGIVEN,10,30,0
2017-03,Dorset,Christchurch Library,OVERDUEX,CASH,0,0,0
2017-03,Dorset,Christchurch Library,PROCESSFEE,CASH,0,0,0
2017-03,Dorset,Colehill Library,CHARGE,CANCEL,0,10,0
2017-03,Dorset,Colehill Library,CHARGE,CASH,0,0,0
2017-03,Dorset,Colehill Library,DAMAGE,CANCEL,0,10,0
2017-03,Dorset,Colehill Library,LOST,CANCEL,10,50,0
2017-03,Dorset,Colehill Library,OVERDUE,CANCEL,0,0,0
2017-03,Dorset,Colehill Library,OVERDUE,CASH,50,30,30
2017-03,Dorset,Corfe Castle Library,LOST,CANCEL,10,40,0
2017-03,Dorset,Corfe Castle Library,OVERDUE,CASH,20,0,0
2017-03,Dorset,Corfe Mullen Library,BFR,FORGIVEN,10,70,0
2017-03,Dorset,Corfe Mullen Library,CHARGE,CASH,40,90,90
2017-03,Dorset,Corfe Mullen Library,CHARGE,FORGIVEN,0,0,0
2017-03,Dorset,Corfe Mullen Library,HOLD,CASH,0,0,0
2017-03,Dorset,Corfe Mullen Library,LOST,CANCEL,30,120,0
2017-03,Dorset,Corfe Mullen Library,OVERDUE,CANCEL,10,10,0
2017-03,Dorset,Corfe Mullen Library,OVERDUE,CASH,50,50,50
2017-03,Dorset,Corfe Mullen Library,OVERDUE,FORGIVEN,0,10,0
2017-03,Dorset,Corfe Mullen Library,OVERDUEX,FORGIVEN,0,10,0
2017-03,Dorset,Crossways Library,BFR,CANCEL,0,10,0
2017-03,Dorset,Crossways Library,CHARGE,CASH,0,0,0
2017-03,Dorset,Crossways Library,CHARGE,VOUCH,10,10,10
2017-03,Dorset,Crossways Library,CHARGEX,CASH,0,0,0
2017-03,Dorset,Crossways Library,CHARGEX,VOUCH,0,0,0
2017-03,Dorset,Crossways Library,LOST,CANCEL,10,20,0
2017-03,Dorset,Crossways Library,LOSTCARD,VOUCH,0,0,0
2017-03,Dorset,Crossways Library,OVERDUE,CASH,10,0,0
2017-03,Dorset,Dorchester Library,BFR,CANCEL,10,50,0
2017-03,Dorset,Dorchester Library,BFR,CASH,0,10,10
2017-03,Dorset,Dorchester Library,CHARGE,CANCEL,10,20,0
2017-03,Dorset,Dorchester Library,CHARGE,CASH,350,740,740
2017-03,Dorset,Dorchester Library,CHARGE,CHEQUE,0,10,10
2017-03,Dorset,Dorchester Library,CHARGE,FORGIVEN,10,20,0
2017-03,Dorset,Dorchester Library,CHARGEX,CANCEL,0,0,0
2017-03,Dorset,Dorchester Library,CHARGEX,CASH,10,0,0
2017-03,Dorset,Dorchester Library,HOLD,CASH,0,0,0
2017-03,Dorset,Dorchester Library,ILL,CASH,0,20,20
2017-03,Dorset,Dorchester Library,LOST,CANCEL,110,510,0
2017-03,Dorset,Dorchester Library,LOST,CASH,0,10,10
2017-03,Dorset,Dorchester Library,LOSTCARD,CASH,0,10,10
2017-03,Dorset,Dorchester Library,MISC,CANCEL,0,10,0
2017-03,Dorset,Dorchester Library,OVERDUE,CANCEL,0,10,0
2017-03,Dorset,Dorchester Library,OVERDUE,CASH,430,380,380
2017-03,Dorset,Dorchester Library,OVERDUE,FORGIVEN,60,170,0
2017-03,Dorset,Dorchester Library,OVERDUEX,CANCEL,0,0,0
2017-03,Dorset,Dorchester Library,OVERDUEX,CASH,0,10,10
2017-03,Dorset,Dorchester Library,OVERDUEX,FORGIVEN,0,10,0
2017-03,Dorset,Dorchester Library,PRIVILEGE,CASH,0,0,0
2017-03,Dorset,Dorchester Library,PROCESSFEE,CASH,0,0,0
2017-03,Dorset,Ferndown Library,CHARGE,CANCEL,0,10,0
2017-03,Dorset,Ferndown Library,CHARGE,CASH,150,340,340
2017-03,Dorset,Ferndown Library,CHARGE,FORGIVEN,0,0,0
2017-03,Dorset,Ferndown Library,CHARGEX,CASH,0,0,0
2017-03,Dorset,Ferndown Library,LOST,CANCEL,20,90,0
2017-03,Dorset,Ferndown Library,LOST,CASH,0,10,10
2017-03,Dorset,Ferndown Library,OVERDUE,CANCEL,10,0,0
2017-03,Dorset,Ferndown Library,OVERDUE,CASH,290,270,270
2017-03,Dorset,Ferndown Library,OVERDUE,FORGIVEN,30,60,0
2017-03,Dorset,Ferndown Library,OVERDUEX,CASH,10,0,0
2017-03,Dorset,Gillingham Library,BFR,CASH,0,10,10
2017-03,Dorset,Gillingham Library,CHARGE,CANCEL,10,10,0
2017-03,Dorset,Gillingham Library,CHARGE,CASH,120,300,300
2017-03,Dorset,Gillingham Library,CHARGE,FORGIVEN,0,0,0
2017-03,Dorset,Gillingham Library,CHARGEX,CASH,0,0,0
2017-03,Dorset,Gillingham Library,DAMAGE,CASH,0,10,10
2017-03,Dorset,Gillingham Library,HOLD,CASH,0,0,0
2017-03,Dorset,Gillingham Library,HOLD,FORGIVEN,10,10,0
2017-03,Dorset,Gillingham Library,LOST,CANCEL,20,80,0
2017-03,Dorset,Gillingham Library,LOST,CASH,0,40,40
2017-03,Dorset,Gillingham Library,MISC,FORGIVEN,0,0,0
2017-03,Dorset,Gillingham Library,OVERDUE,CANCEL,10,40,0
2017-03,Dorset,Gillingham Library,OVERDUE,CASH,120,120,120
2017-03,Dorset,Gillingham Library,OVERDUE,FORGIVEN,10,20,0
2017-03,Dorset,Gillingham Library,OVERDUEX,CASH,0,0,0
2017-03,Dorset,Gillingham Library,PRIVILEGE,CASH,0,0,0
2017-03,Dorset,Gillingham Library,PROCESSFEE,CASH,0,0,0
2017-03,Dorset,Highcliffe Library,CHARGE,CASH,50,100,100
2017-03,Dorset,Highcliffe Library,HOLD,CASH,0,0,0
2017-03,Dorset,Highcliffe Library,LOST,CANCEL,10,50,0
2017-03,Dorset,Highcliffe Library,OVERDUE,CANCEL,10,10,0
2017-03,Dorset,Highcliffe Library,OVERDUE,CASH,100,90,90
2017-03,Dorset,Highcliffe Library,OVERDUE,FORGIVEN,10,10,0
2017-03,Dorset,Highcliffe Library,PRIVILEGE,CASH,0,0,0
2017-03,Dorset,Highcliffe Library,PROCESSFEE,CANCEL,0,0,0
2017-03,Dorset,Littlemoor Library,CHARGE,CASH,30,40,40
2017-03,Dorset,Littlemoor Library,CREDIT,CASH,0,0,0
2017-03,Dorset,Littlemoor Library,LOST,CANCEL,20,70,0
2017-03,Dorset,Littlemoor Library,LOST,FORGIVEN,0,0,0
2017-03,Dorset,Littlemoor Library,OVERDUE,CASH,50,40,40
2017-03,Dorset,Littlemoor Library,OVERDUE,FORGIVEN,30,40,0
2017-03,Dorset,Lyme Regis Library,BFR,CANCEL,0,10,0
2017-03,Dorset,Lyme Regis Library,CHARGE,CASH,20,30,30
2017-03,Dorset,Lyme Regis Library,HOLD,CASH,0,0,0
2017-03,Dorset,Lyme Regis Library,LOST,CANCEL,10,40,0
2017-03,Dorset,Lyme Regis Library,OVERDUE,CASH,50,30,30
2017-03,Dorset,Lyme Regis Library,OVERDUE,FORGIVEN,0,0,0
2017-03,Dorset,Lytchett Matravers Library,CHARGE,CANCEL,0,10,0
2017-03,Dorset,Lytchett Matravers Library,CHARGE,CASH,60,150,150
2017-03,Dorset,Lytchett Matravers Library,LOST,CANCEL,10,60,0
2017-03,Dorset,Lytchett Matravers Library,LOST,CASH,0,0,0
2017-03,Dorset,Lytchett Matravers Library,LOSTCARD,CASH,0,0,0
2017-03,Dorset,Lytchett Matravers Library,OVERDUE,CANCEL,0,10,0
2017-03,Dorset,Lytchett Matravers Library,OVERDUE,CASH,60,50,50
2017-03,Dorset,Lytchett Matravers Library,PROCESSFEE,CASH,0,0,0
2017-03,Dorset,Portland Tophill Library,CHARGE,CANCEL,0,0,0
2017-03,Dorset,Portland Tophill Library,CHARGE,CASH,20,30,30
