month_billed,bill_authority,bill_library,item_type,bill_reason,number_of_bills,total_billed
2021-01,Dorset,Verwood Library,Boxed Set 15 DVD,CHARGE,*,*
2021-01,Dorset,Verwood Library,Child Fiction,LOST,18,90
2021-01,Dorset,Verwood Library,Child Non Fiction,LOST,*,*
2021-01,Dorset,Verwood Library,Music Score,OVERDUE,*,*
2021-01,Dorset,Verwood Library,YA / Teen Fiction,LOST,8,32
2021-01,Dorset,Wareham Library,Adult Fiction,OVERDUE,8,4.0
2021-01,Dorset,Wareham Library,Adult Non Fiction,LOST,*,*
2021-01,Dorset,Wareham Library,Adult Non Fiction,OVERDUE,7,12.4
2021-01,Dorset,Wareham Library,Adult Spoken Word,CHARGE,*,*
2021-01,Dorset,Wareham Library,Child Fiction,LOST,6,30
2021-01,Dorset,Wareham Library,ILL,ILL,*,*
2021-01,Dorset,Wareham Library,U DVD Standard,OVERDUE,*,*
2021-01,Dorset,Wareham Library,YA / Teen Fiction,OVERDUE,*,*
2021-01,Dorset,West Moors Library,Child Fiction,LOST,*,*
2021-01,Dorset,West Moors Library,Reading Group Set,OVERDUE,*,*
2021-01,Dorset,Weymouth Library,12 DVD Standard,CHARGE,*,*
2021-01,Dorset,Weymouth Library,Adult Fiction,LOST,*,*
2021-01,Dorset,Weymouth Library,Adult Fiction,OVERDUE,25,31.6
2021-01,Dorset,Weymouth Library,Adult Non Fiction,LOST,*,*
2021-01,Dorset,Weymouth Library,Adult Non Fiction,OVERDUE,10,24.8
2021-01,Dorset,Weymouth Library,Adult Spoken Word,CHARGE,*,*
2021-01,Dorset,Weymouth Library,Child Fiction,LOST,*,*
2021-01,Dorset,Weymouth Library,Child Fiction,OVERDUE,*,*
2021-01,Dorset,Weymouth Library,Reading Group Set,OVERDUE,*,*
2021-01,Dorset,Wimborne Library,12 DVD Standard,CHARGE,*,*
2021-01,Dorset,Wimborne Library,15 DVD Standard,CHARGE,*,*
2021-01,Dorset,Wimborne Library,Adult Fiction,OVERDUE,15,15.2
2021-01,Dorset,Wimborne Library,Adult Non Fiction,LOST,*,*
2021-01,Dorset,Wimborne Library,Adult Non Fiction,OVERDUE,5,3.0
2021-01,Dorset,Wimborne Library,Adult Spoken Word,CHARGE,*,*
2021-01,Dorset,Wimborne Library,Boxed Set 18 DVD,CHARGE,*,*
2021-01,Dorset,Wimborne Library,Child Fiction,LOST,6,30
2021-01,Dorset,Wimborne Library,Child Fiction,OVERDUE,*,*
2021-01,Dorset,Wimborne Library,Child Non Fiction,OVERDUE,*,*
2021-01,Dorset,Wimborne Library,Language Course,CHARGE,*,*
2021-01,Dorset,Wimborne Library,YA / Teen Fiction,LOST,*,*
2021-01,Dorset,Wool Library,Adult Spoken Word,CHARGE,*,*
2021-01,Dorset,Wyke Regis Library,Adult Fiction,LOST,*,*
2021-01,Dorset,Wyke Regis Library,Adult Fiction,OVERDUE,5,1.8
2021-01,Dorset,Wyke Regis Library,Adult Non Fiction,LOST,*,*
2021-01,Dorset,Wyke Regis Library,Adult Non Fiction,OVERDUE,*,*
2021-01,Dorset,Wyke Regis Library,Child Fiction,LOST,*,*
2021-01,North Somerset,Campus Library,Adult Fiction,OVERDUE,8,6.2
2021-01,North Somerset,Campus Library,Adult Non Fiction,OVERDUE,*,*
2021-01,North Somerset,Campus Library,Adult Spoken Word,CHARGE,24,24
2021-01,North Somerset,Campus Library,Adult Spoken Word,OVERDUE,5,7.2
2021-01,North Somerset,Campus Library,Child Fiction,LOST,10,50
2021-01,North Somerset,Campus Library,PG DVD Standard,OVERDUE,*,*
2021-01,North Somerset,Clevedon Library,12 DVD Standard,CHARGE,*,*
2021-01,North Somerset,Clevedon Library,15 DVD Standard,CHARGE,*,*
2021-01,North Somerset,Clevedon Library,Adult Fiction,OVERDUE,74,83.8
2021-01,North Somerset,Clevedon Library,Adult Graphic Novel,OVERDUE,*,*
2021-01,North Somerset,Clevedon Library,Adult Non Fiction,LOST,*,*
2021-01,North Somerset,Clevedon Library,Adult Non Fiction,OVERDUE,41,49.8
2021-01,North Somerset,Clevedon Library,Adult Spoken Word,CHARGE,9,9
2021-01,North Somerset,Clevedon Library,Adult Spoken Word,OVERDUE,6,1.8
2021-01,North Somerset,Clevedon Library,Boxed Set 15 DVD,CHARGE,*,*
2021-01,North Somerset,Clevedon Library,Child Fiction,LOST,45,225
2021-01,North Somerset,Clevedon Library,Child Fiction,OVERDUE,8,4.0
2021-01,North Somerset,Clevedon Library,Child Non Fiction,LOST,*,*
2021-01,North Somerset,Clevedon Library,Child Non Fiction,OVERDUE,*,*
2021-01,North Somerset,Clevedon Library,Child Spoken Word,CHARGE,*,*
2021-01,North Somerset,Clevedon Library,Drama single copy,OVERDUE,*,*
2021-01,North Somerset,Clevedon Library,Fastrack,OVERDUE,*,*
2021-01,North Somerset,Clevedon Library,Large Print - Adult Fiction,OVERDUE,*,*
2021-01,North Somerset,Clevedon Library,Large Print - Adult Non Fiction,LOST,*,*
2021-01,North Somerset,Clevedon Library,Large Print - Adult Non Fiction,OVERDUE,*,*
2021-01,North Somerset,Clevedon Library,Music CD,CHARGE,7,7.7
2021-01,North Somerset,Clevedon Library,PG DVD Standard,CHARGE,*,*
2021-01,North Somerset,Clevedon Library,PG DVD Standard,OVERDUE,*,*
2021-01,North Somerset,Clevedon Library,U DVD Standard,CHARGE,*,*
2021-01,North Somerset,Clevedon Library,YA / Teen Fiction,LOST,6,24
2021-01,North Somerset,Clevedon Library,YA / Teen Fiction,OVERDUE,*,*
2021-01,North Somerset,Congresbury Library,Adult Spoken Word,CHARGE,*,*
2021-01,North Somerset,N Som Healthy Living Centre,Adult Fiction,OVERDUE,5,10.4
2021-01,North Somerset,N Som Healthy Living Centre,Adult Non Fiction,LOST,*,*
2021-01,North Somerset,N Som Healthy Living Centre,Adult Non Fiction,OVERDUE,*,*
2021-01,North Somerset,N Som Healthy Living Centre,Adult Spoken Word,CHARGE,*,*
2021-01,North Somerset,N Som Healthy Living Centre,Child Fiction,OVERDUE,*,*
2021-01,North Somerset,N Som Healthy Living Centre,Child Spoken Word,CHARGE,*,*
2021-01,North Somerset,Nailsea Library,15 DVD Standard,CHARGE,*,*
2021-01,North Somerset,Nailsea Library,Adult Fiction,LOST,*,*
2021-01,North Somerset,Nailsea Library,Adult Fiction,OVERDUE,38,91.0
2021-01,North Somerset,Nailsea Library,Adult Non Fiction,LOST,7,63
2021-01,North Somerset,Nailsea Library,Adult Non Fiction,OVERDUE,26,52.8
2021-01,North Somerset,Nailsea Library,Adult Spoken Word,CHARGE,5,5
2021-01,North Somerset,Nailsea Library,Adult Spoken Word,OVERDUE,*,*
2021-01,North Somerset,Nailsea Library,Boxed Set 15 DVD,CHARGE,*,*
2021-01,North Somerset,Nailsea Library,Child Fiction,LOST,38,190
2021-01,North Somerset,Nailsea Library,Child Fiction,OVERDUE,5,8.4
2021-01,North Somerset,Nailsea Library,Child Non Fiction,LOST,*,*
2021-01,North Somerset,Nailsea Library,Child Spoken Word,CHARGE,*,*
2021-01,North Somerset,Nailsea Library,Large Print - Children,OVERDUE,*,*
2021-01,North Somerset,Nailsea Library,PG DVD Standard,CHARGE,*,*
2021-01,North Somerset,Nailsea Library,PG DVD Standard,OVERDUE,*,*
2021-01,North Somerset,Nailsea Library,U DVD Standard,CHARGE,*,*
2021-01,North Somerset,North Somerset Mobile,12 DVD Standard,CHARGE,*,*
2021-01,North Somerset,North Somerset Mobile,Language Course,CHARGE,*,*
2021-01,North Somerset,North Somerset Mobile,U DVD Standard,CHARGE,*,*
2021-01,North Somerset,Pill Library,15 DVD Standard,CHARGE,*,*
2021-01,North Somerset,Pill Library,Adult Fiction,OVERDUE,26,13.6
2021-01,North Somerset,Pill Library,Boxed Set 18 DVD,CHARGE,*,*
2021-01,North Somerset,Pill Library,Child Fiction,LOST,5,25
2021-01,North Somerset,Pill Library,Child Non Fiction,LOST,*,*
2021-01,North Somerset,Pill Library,Large Print - Adult Fiction,OVERDUE,8,1.6
2021-01,North Somerset,Portishead Library,12 DVD Standard,CHARGE,*,*
2021-01,North Somerset,Portishead Library,Adult Fiction,OVERDUE,53,120.0
2021-01,North Somerset,Portishead Library,Adult Non Fiction,LOST,*,*
2021-01,North Somerset,Portishead Library,Adult Non Fiction,OVERDUE,17,37.0
2021-01,North Somerset,Portishead Library,Adult Spoken Word,CHARGE,6,6
2021-01,North Somerset,Portishead Library,Adult Spoken Word,LOST,*,*
2021-01,North Somerset,Portishead Library,Child Fiction,LOST,13,65
2021-01,North Somerset,Portishead Library,Child Fiction,OVERDUE,11,47.4
2021-01,North Somerset,Portishead Library,Child Non Fiction,LOST,12,60
2021-01,North Somerset,Portishead Library,Child Non Fiction,OVERDUE,*,*
2021-01,North Somerset,Portishead Library,Child Spoken Word,CHARGE,*,*
2021-01,North Somerset,Portishead Library,Fastrack,DAMAGE,*,*
2021-01,North Somerset,Portishead Library,Fastrack,LOST,*,*
2021-01,North Somerset,Portishead Library,Large Print - Adult Fiction,OVERDUE,17,49.2
2021-01,North Somerset,Weston-super-Mare Library,12 DVD Standard,CHARGE,*,*
2021-01,North Somerset,Weston-super-Mare Library,15 DVD Standard,CHARGE,*,*
2021-01,North Somerset,Weston-super-Mare Library,Adult Fiction,LOST,*,*
2021-01,North Somerset,Weston-super-Mare Library,Adult Fiction,OVERDUE,42,108.6
2021-01,North Somerset,Weston-super-Mare Library,Adult Graphic Novel,OVERDUE,*,*
2021-01,North Somerset,Weston-super-Mare Library,Adult Non Fiction,LOST,*,*
2021-01,North Somerset,Weston-super-Mare Library,Adult Non Fiction,OVERDUE,35,70.4
2021-01,North Somerset,Weston-super-Mare Library,Adult Spoken Word,CHARGE,13,13
2021-01,North Somerset,Weston-super-Mare Library,Child Fiction,LOST,22,110
2021-01,North Somerset,Weston-super-Mare Library,Child Fiction,OVERDUE,*,*
2021-01,North Somerset,Weston-super-Mare Library,Child Non Fiction,LOST,7,35
2021-01,North Somerset,Weston-super-Mare Library,Child Non Fiction,OVERDUE,*,*
2021-01,North Somerset,Weston-super-Mare Library,Fastrack,LOST,*,*
2021-01,North Somerset,Weston-super-Mare Library,Language Course,CHARGE,*,*
2021-01,North Somerset,Weston-super-Mare Library,Large Print - Adult Fiction,OVERDUE,*,*
2021-01,North Somerset,Weston-super-Mare Library,Large Print - Adult Non Fiction,LOST,*,*
2021-01,North Somerset,Weston-super-Mare Library,U DVD Standard,LOST,*,*
2021-01,North Somerset,Weston-super-Mare Library,YA / Teen Fiction,OVERDUE,*,*
2021-01,North Somerset,Winscombe Library,12 DVD Standard,CHARGE,*,*
2021-01,North Somerset,Winscombe Library,Adult Fiction,OVERDUE,18,14.0
2021-01,North Somerset,Winscombe Library,Adult Non Fiction,OVERDUE,*,*
2021-01,North Somerset,Winscombe Library,Adult Spoken Word,CHARGE,*,*
2021-01,North Somerset,Winscombe Library,Adult Spoken Word,LOST,*,*
2021-01,North Somerset,Winscombe Library,Adult Spoken Word,OVERDUE,*,*
2021-01,North Somerset,Winscombe Library,Child Fiction,LOST,5,25
2021-01,North Somerset,Winscombe Library,Child Fiction,OVERDUE,*,*
2021-01,North Somerset,Winscombe Library,Child Non Fiction,LOST,6,30
2021-01,North Somerset,Winscombe Library,Child Non Fiction,OVERDUE,*,*
2021-01,North Somerset,Winscombe Library,U DVD Standard,OVERDUE,*,*
2021-01,North Somerset,Worle Library,12 DVD Standard,CHARGE,*,*
2021-01,North Somerset,Worle Library,Adult Fiction,LOST,*,*
2021-01,North Somerset,Worle Library,Adult Fiction,OVERDUE,18,12.4
2021-01,North Somerset,Worle Library,Adult Non Fiction,OVERDUE,16,20.0
2021-01,North Somerset,Worle Library,Adult Spoken Word,CHARGE,10,10
2021-01,North Somerset,Worle Library,Adult Spoken Word,OVERDUE,*,*
2021-01,North Somerset,Worle Library,Boxed Set 18 DVD,CHARGE,*,*
2021-01,North Somerset,Worle Library,Child Fiction,LOST,25,125
2021-01,North Somerset,Worle Library,Child Fiction,OVERDUE,11,3.6
2021-01,North Somerset,Worle Library,Child Non Fiction,LOST,*,*
2021-01,North Somerset,Worle Library,Child Non Fiction,OVERDUE,*,*
2021-01,North Somerset,Worle Library,Large Print - Adult Fiction,OVERDUE,*,*
2021-01,North Somerset,Worle Library,Large Print - Children,LOST,*,*
2021-01,North Somerset,Worle Library,Large Print - Children,OVERDUE,*,*
2021-01,North Somerset,Yatton Library,Adult Fiction,OVERDUE,44,74.6
2021-01,North Somerset,Yatton Library,Adult Non Fiction,LOST,*,*
2021-01,North Somerset,Yatton Library,Adult Non Fiction,OVERDUE,14,6.6
2021-01,North Somerset,Yatton Library,Adult Spoken Word,CHARGE,*,*
2021-01,North Somerset,Yatton Library,Child Fiction,LOST,9,45
2021-01,North Somerset,Yatton Library,Child Fiction,OVERDUE,6,9.8
2021-01,North Somerset,Yatton Library,Child Non Fiction,LOST,*,*
2021-01,North Somerset,Yatton Library,Child Non Fiction,OVERDUE,*,*
2021-01,North Somerset,Yatton Library,Child Spoken Word,CHARGE,*,*
2021-01,North Somerset,Yatton Library,Large Print - Adult Fiction,OVERDUE,5,4.4
2021-01,North Somerset,Yatton Library,YA / Teen Non Fiction,OVERDUE,*,*
2021-01,Poole,Branksome Library,Adult Fiction,HOLD,8,8
2021-01,Poole,Branksome Library,Adult Fiction,OVERDUE,*,*
2021-01,Poole,Branksome Library,Adult Non Fiction,HOLD,*,*
2021-01,Poole,Branksome Library,Adult Non Fiction,OVERDUE,*,*
2021-01,Poole,Branksome Library,YA / Teen Fiction,HOLD,*,*
2021-01,Poole,Broadstone Library,15 DVD Standard,CHARGE,*,*
2021-01,Poole,Broadstone Library,Adult Fiction,HOLD,14,14
2021-01,Poole,Broadstone Library,Adult Fiction,OVERDUE,22,7.0
2021-01,Poole,Broadstone Library,Adult Non Fiction,HOLD,5,5
2021-01,Poole,Broadstone Library,Adult Non Fiction,OVERDUE,12,3.6
2021-01,Poole,Broadstone Library,Large Print - Adult Fiction,HOLD,*,*
2021-01,Poole,Broadstone Library,Large Print - Adult Fiction,OVERDUE,*,*
2021-01,Poole,Broadstone Library,PG DVD Standard,CHARGE,*,*
2021-01,Poole,Broadstone Library,U DVD Standard,CHARGE,*,*
2021-01,Poole,Canford Cliffs Library,Adult Fiction,HOLD,*,*
2021-01,Poole,Canford Cliffs Library,Adult Fiction,OVERDUE,*,*
2021-01,Poole,Canford Cliffs Library,Adult Non Fiction,HOLD,*,*
2021-01,Poole,Canford Heath Library,Adult Fiction,HOLD,5,5
2021-01,Poole,Canford Heath Library,Adult Fiction,OVERDUE,28,24.0
2021-01,Poole,Canford Heath Library,Large Print - Adult Fiction,OVERDUE,*,*
2021-01,Poole,Creekmoor Library,Adult Fiction,OVERDUE,*,*
2021-01,Poole,Creekmoor Library,Adult Non Fiction,OVERDUE,*,*
2021-01,Poole,Hamworthy Library,Adult Non Fiction,OVERDUE,*,*
2021-01,Poole,Oakdale Library,Adult Fiction,HOLD,5,5
2021-01,Poole,Oakdale Library,Adult Fiction,OVERDUE,*,*
2021-01,Poole,Oakdale Library,Adult Non Fiction,HOLD,*,*
2021-01,Poole,Oakdale Library,Adult Non Fiction,OVERDUE,*,*
2021-01,Poole,Oakdale Library,Adult Spoken Word,CHARGE,*,*
2021-01,Poole,Oakdale Library,Adult Spoken Word,HOLD,*,*
2021-01,Poole,Oakdale Library,Child Non Fiction,OVERDUE,*,*
2021-01,Poole,Oakdale Library,YA / Teen Non Fiction,OVERDUE,*,*
2021-01,Poole,Parkstone Library,Adult Fiction,HOLD,9,9
2021-01,Poole,Parkstone Library,Adult Non Fiction,HOLD,8,8
2021-01,Poole,Parkstone Library,Large Print - Adult Non Fiction,HOLD,*,*
2021-01,Poole,Poole Central Library,15 DVD Standard,CHARGE,*,*
2021-01,Poole,Poole Central Library,15 DVD Standard,OVERDUE,*,*
2021-01,Poole,Poole Central Library,Adult Fiction,HOLD,5,5
2021-01,Poole,Poole Central Library,Adult Fiction,OVERDUE,20,50.4
2021-01,Poole,Poole Central Library,Adult Non Fiction,HOLD,8,8
2021-01,Poole,Poole Central Library,Adult Non Fiction,OVERDUE,31,66.8
2021-01,Poole,Poole Central Library,Boxed Set 18 DVD,CHARGE,*,*
2021-01,Poole,Poole Central Library,Boxed Set 18 DVD,HOLD,*,*
2021-01,Poole,Poole Central Library,Child Fiction,OVERDUE,*,*
2021-01,Poole,Poole Central Library,Child Non Fiction,HOLD,*,*
2021-01,Poole,Poole Central Library,Child Non Fiction,OVERDUE,*,*
2021-01,Poole,Poole Central Library,Large Print - Adult Fiction,OVERDUE,*,*
2021-01,Poole,Poole Central Library,PG DVD Standard,CHARGE,*,*
2021-01,Poole,Poole Central Library,PG DVD Standard,HOLD,*,*
2021-01,Poole,Poole Central Library,PG DVD Standard,OVERDUE,*,*
2021-01,Poole,Poole Central Library,YA / Teen Fiction,OVERDUE,*,*
2021-01,Poole,Rossmore Library,Adult Fiction,HOLD,*,*
2021-01,Poole,Rossmore Library,Adult Non Fiction,HOLD,7,7
2021-01,Poole,Rossmore Library,Adult Spoken Word,CHARGE,*,*
2021-01,Poole,Rossmore Library,Child Fiction,HOLD,*,*
2021-01,Poole,Rossmore Library,Child Fiction,OVERDUE,*,*
2021-01,Poole,Rossmore Library,YA / Teen Fiction,HOLD,*,*
2021-01,Poole,Rossmore Library,YA / Teen Non Fiction,OVERDUE,*,*
2021-01,Somerset,Bishops Lydeard Library,Adult Fiction,OVERDUE,*,*
2021-01,Somerset,Bishops Lydeard Library,Adult Non Fiction,OVERDUE,5,2.0
2021-01,Somerset,Bishops Lydeard Library,Child Fiction,OVERDUE,*,*
2021-01,Somerset,Bridgwater Library,Adult Fiction,HOLD,53,53
2021-01,Somerset,Bridgwater Library,Adult Fiction,LOST,5,45
2021-01,Somerset,Bridgwater Library,Adult Fiction,OVERDUE,12,35.0
2021-01,Somerset,Bridgwater Library,Adult Non Fiction,HOLD,21,21
2021-01,Somerset,Bridgwater Library,Adult Non Fiction,LOST,*,*
2021-01,Somerset,Bridgwater Library,Adult Non Fiction,OVERDUE,14,64.2
2021-01,Somerset,Bridgwater Library,Adult Spoken Word,CHARGE,*,*
2021-01,Somerset,Bridgwater Library,Child Fiction,HOLD,8,8
2021-01,Somerset,Bridgwater Library,Child Fiction,LOST,9,45
2021-01,Somerset,Bridgwater Library,Child Fiction,OVERDUE,15,16.80
2021-01,Somerset,Bridgwater Library,Child Non Fiction,LOST,6,30
2021-01,Somerset,Bridgwater Library,Child Non Fiction,OVERDUE,6,31.60
2021-01,Somerset,Bridgwater Library,Child Spoken Word,OVERDUE,*,*
2021-01,Somerset,Bridgwater Library,Large Print - Adult Fiction,HOLD,*,*
2021-01,Somerset,Bridgwater Library,Large Print - Adult Fiction,LOST,*,*
2021-01,Somerset,Bridgwater Library,YA / Teen Fiction,HOLD,*,*
2021-01,Somerset,Bridgwater Library,YA / Teen Fiction,OVERDUE,*,*
2021-01,Somerset,Bridgwater Library,YA / Teen Non Fiction,OVERDUE,*,*
2021-01,Somerset,Bruton Library,Adult Non Fiction,OVERDUE,*,*
2021-01,Somerset,Burnham Library,Adult Fiction,HOLD,*,*
2021-01,Somerset,Burnham Library,Adult Fiction,OVERDUE,7,2.2
2021-01,Somerset,Burnham Library,Child Fiction,OVERDUE,11,2.85
2021-01,Somerset,Castle Cary Library,Adult Fiction,HOLD,5,5
2021-01,Somerset,Castle Cary Library,Adult Non Fiction,HOLD,*,*
2021-01,Somerset,Chard Library,15 DVD Standard,CHARGE,*,*
2021-01,Somerset,Chard Library,Adult Fiction,OVERDUE,*,*
2021-01,Somerset,Chard Library,Large Print - Adult Fiction,OVERDUE,*,*
2021-01,Somerset,Cheddar Library,Adult Fiction,OVERDUE,*,*
2021-01,Somerset,Cheddar Library,Child Fiction,OVERDUE,29,3.85
2021-01,Somerset,Cheddar Library,Child Non Fiction,OVERDUE,7,0.35
2021-01,Somerset,Cheddar Library,YA / Teen Fiction,OVERDUE,*,*
2021-01,Somerset,Cheddar Library,YA / Teen Non Fiction,OVERDUE,*,*
2021-01,Somerset,Dulverton Library,Adult Fiction,OVERDUE,*,*
2021-01,Somerset,Dulverton Library,Adult Spoken Word,CHARGE,*,*
2021-01,Somerset,Frome Library,12 DVD Standard,CHARGE,*,*
2021-01,Somerset,Frome Library,12 DVD Standard,OVERDUE,*,*
2021-01,Somerset,Frome Library,15 DVD Standard,CHARGE,*,*
2021-01,Somerset,Frome Library,15 DVD Standard,HOLD,*,*
2021-01,Somerset,Frome Library,15 DVD Standard,LOST,*,*
2021-01,Somerset,Frome Library,15 DVD Standard,OVERDUE,*,*
2021-01,Somerset,Frome Library,18 DVD Standard,OVERDUE,*,*
2021-01,Somerset,Frome Library,Adult Fiction,HOLD,121,117.0
2021-01,Somerset,Frome Library,Adult Fiction,LOST,13,117
2021-01,Somerset,Frome Library,Adult Fiction,OVERDUE,33,37.6
2021-01,Somerset,Frome Library,Adult Graphic Novel,LOST,*,*
2021-01,Somerset,Frome Library,Adult Non Fiction,HOLD,111,105.5
2021-01,Somerset,Frome Library,Adult Non Fiction,LOST,13,117
2021-01,Somerset,Frome Library,Adult Non Fiction,OVERDUE,19,27.0
2021-01,Somerset,Frome Library,Adult Spoken Word,CHARGE,14,28
2021-01,Somerset,Frome Library,Adult Spoken Word,HOLD,*,*
2021-01,Somerset,Frome Library,Adult Spoken Word,LOST,*,*
2021-01,Somerset,Frome Library,Child Fiction,HOLD,*,*
2021-01,Somerset,Frome Library,Child Fiction,LOST,77,385
2021-01,Somerset,Frome Library,Child Fiction,OVERDUE,80,72.45
2021-01,Somerset,Frome Library,Child Non Fiction,LOST,13,65
2021-01,Somerset,Frome Library,Child Non Fiction,OVERDUE,20,24.25
2021-01,Somerset,Frome Library,Large Print - Adult Fiction,HOLD,*,*
2021-01,Somerset,Frome Library,Large Print - Adult Fiction,LOST,*,*
2021-01,Somerset,Frome Library,Music CD,CHARGE,*,*
2021-01,Somerset,Frome Library,PG DVD Standard,CHARGE,*,*
2021-01,Somerset,Frome Library,PG DVD Standard,HOLD,*,*
2021-01,Somerset,Frome Library,PG DVD Standard,OVERDUE,*,*
2021-01,Somerset,Frome Library,YA / Teen Fiction,HOLD,6,6
2021-01,Somerset,Frome Library,YA / Teen Fiction,LOST,6,24
2021-01,Somerset,Frome Library,YA / Teen Fiction,OVERDUE,*,*
2021-01,Somerset,Glastonbury Library,Adult Fiction,OVERDUE,17,20.2
2021-01,Somerset,Glastonbury Library,Adult Non Fiction,OVERDUE,8,7.8
2021-01,Somerset,Glastonbury Library,Child Fiction,OVERDUE,8,7.9
2021-01,Somerset,Glastonbury Library,Child Non Fiction,OVERDUE,*,*
2021-01,Somerset,Glastonbury Library,Large Print - Adult Fiction,OVERDUE,*,*
2021-01,Somerset,Ilminster Library,Adult Fiction,OVERDUE,10,5.2
2021-01,Somerset,Ilminster Library,Adult Non Fiction,OVERDUE,*,*
2021-01,Somerset,Ilminster Library,Child Fiction,OVERDUE,6,2.7
2021-01,Somerset,Langport Library,Adult Fiction,OVERDUE,*,*
2021-01,Somerset,Langport Library,Adult Non Fiction,OVERDUE,*,*
2021-01,Somerset,Langport Library,Child Fiction,OVERDUE,13,9.95
2021-01,Somerset,Langport Library,Child Non Fiction,OVERDUE,*,*
2021-01,Somerset,Langport Library,YA / Teen Fiction,OVERDUE,*,*
2021-01,Somerset,Martock Library,Adult Non Fiction,OVERDUE,*,*
2021-01,Somerset,Martock Library,Child Fiction,OVERDUE,5,0.65
2021-01,Somerset,Martock Library,Child Non Fiction,OVERDUE,*,*
2021-01,Somerset,Milborne Port Library,Child Fiction,OVERDUE,*,*
2021-01,Somerset,Minehead Library,Adult Fiction,OVERDUE,5,1.0
2021-01,Somerset,Minehead Library,Adult Non Fiction,OVERDUE,*,*
2021-01,Somerset,Minehead Library,Adult Spoken Word,CHARGE,9,18
2021-01,Somerset,Minehead Library,Child Fiction,OVERDUE,7,0.7
2021-01,Somerset,Nether Stowey Library,Adult Fiction,HOLD,*,*
2021-01,Somerset,Nether Stowey Library,Adult Fiction,OVERDUE,*,*
2021-01,Somerset,Nether Stowey Library,Adult Non Fiction,HOLD,*,*
2021-01,Somerset,Nether Stowey Library,Large Print - Adult Fiction,HOLD,*,*
2021-01,Somerset,Performing Arts Library Yeovil,Language Course,CHARGE,*,*
2021-01,Somerset,Porlock Library,Adult Non Fiction,OVERDUE,*,*
2021-01,Somerset,Priorswood Library,Adult Fiction,HOLD,*,*
2021-01,Somerset,Priorswood Library,Adult Fiction,OVERDUE,*,*
2021-01,Somerset,Priorswood Library,Child Fiction,OVERDUE,*,*
2021-01,Somerset,Priorswood Library,Large Print - Adult Fiction,HOLD,*,*
2021-01,Somerset,Shepton Mallet Library,Adult Fiction,OVERDUE,10,2.8
2021-01,Somerset,Shepton Mallet Library,Adult Non Fiction,OVERDUE,*,*
2021-01,Somerset,Shepton Mallet Library,Child Fiction,OVERDUE,7,2.55
2021-01,Somerset,Shepton Mallet Library,YA / Teen Non Fiction,OVERDUE,*,*
2021-01,Somerset,Somerton Library,Adult Fiction,OVERDUE,*,*
2021-01,Somerset,Somerton Library,Adult Non Fiction,OVERDUE,*,*
2021-01,Somerset,Somerton Library,Child Fiction,OVERDUE,*,*
2021-01,Somerset,Street Library,12 DVD Standard,CHARGE,*,*
2021-01,Somerset,Street Library,PG DVD Standard,CHARGE,*,*
2021-01,Somerset,Street Library,U DVD Standard,CHARGE,*,*
2021-01,Somerset,Taunton Library,12 DVD Standard,CHARGE,*,*
2021-01,Somerset,Taunton Library,12 DVD Standard,LOST,*,*
2021-01,Somerset,Taunton Library,15 DVD Standard,CHARGE,5,9.75
2021-01,Somerset,Taunton Library,15 DVD Standard,HOLD,*,*
2021-01,Somerset,Taunton Library,Adult Fiction,HOLD,170,168.0
2021-01,Somerset,Taunton Library,Adult Fiction,LOST,11,99
2021-01,Somerset,Taunton Library,Adult Fiction,OVERDUE,35,37.2
2021-01,Somerset,Taunton Library,Adult Graphic Novel,LOST,*,*
2021-01,Somerset,Taunton Library,Adult Graphic Novel,OVERDUE,*,*
2021-01,Somerset,Taunton Library,Adult Non Fiction,HOLD,71,69.5
2021-01,Somerset,Taunton Library,Adult Non Fiction,LOST,23,207
2021-01,Somerset,Taunton Library,Adult Non Fiction,OVERDUE,36,82.8
2021-01,Somerset,Taunton Library,Adult Spoken Word,CHARGE,21,42
2021-01,Somerset,Taunton Library,Adult Spoken Word,HOLD,*,*
2021-01,Somerset,Taunton Library,B.O.P.,LOST,*,*
2021-01,Somerset,Taunton Library,Boxed Set PG DVD,CHARGE,*,*
2021-01,Somerset,Taunton Library,Child Fiction,HOLD,15,15
2021-01,Somerset,Taunton Library,Child Fiction,LOST,132,660
2021-01,Somerset,Taunton Library,Child Fiction,OVERDUE,114,128.15
2021-01,Somerset,Taunton Library,Child Non Fiction,HOLD,*,*
2021-01,Somerset,Taunton Library,Child Non Fiction,LOST,10,50
2021-01,Somerset,Taunton Library,Child Non Fiction,OVERDUE,18,32.00
2021-01,Somerset,Taunton Library,Child Spoken Word,CHARGE,*,*
2021-01,Somerset,Taunton Library,Child Spoken Word,HOLD,*,*
2021-01,Somerset,Taunton Library,Child Spoken Word,LOST,*,*
2021-01,Somerset,Taunton Library,Child Spoken Word,OVERDUE,*,*
2021-01,Somerset,Taunton Library,Classification Exempt,CHARGE,*,*
2021-01,Somerset,Taunton Library,Classification Exempt,HOLD,*,*
2021-01,Somerset,Taunton Library,ILL,HOLD,*,*
2021-01,Somerset,Taunton Library,Language Course,CHARGE,*,*
2021-01,Somerset,Taunton Library,Large Print - Adult Fiction,HOLD,14,14
2021-01,Somerset,Taunton Library,Large Print - Adult Fiction,LOST,*,*
