month_issued,authority,item_type,issues,renewals
2020-07,Dorset,Adult Non Fiction,1941,1020
2020-07,Dorset,Adult Reference,3,2
2020-07,Dorset,Adult Spoken Word,1026,251
2020-07,Dorset,B.O.P.,6,6
2020-07,Dorset,Boxed Set 15 DVD,3,0
2020-07,Dorset,Boxed Set 18 DVD,2,0
2020-07,Dorset,Child Fiction,3540,1122
2020-07,Dorset,Child Non Fiction,367,132
2020-07,Dorset,Child Spoken Word,27,4
2020-07,Dorset,Classification Exempt,4,0
2020-07,Dorset,Drama Set,4,0
2020-07,Dorset,Drama single copy,2,1
2020-07,Dorset,Equipment,1,0
2020-07,Dorset,Fastrack,9,7
2020-07,Dorset,ILL,1,0
2020-07,Dorset,Language Course,5,8
2020-07,Dorset,Large Print - Adult Fiction,1300,357
2020-07,Dorset,Large Print - Adult Non Fiction,136,29
2020-07,Dorset,Large Print - Children,16,11
2020-07,Dorset,Music CD,10,0
2020-07,Dorset,Music Score,12,8
2020-07,Dorset,PG DVD Standard,58,11
2020-07,Dorset,Reading Group Set,297,3
2020-07,Dorset,U DVD Standard,27,4
2020-07,Dorset,YA / Teen Fiction,430,203
2020-07,Dorset,YA / Teen Non Fiction,10,7
2020-07,North Somerset,12 DVD Standard,7,5
2020-07,North Somerset,15 DVD Standard,6,2
2020-07,North Somerset,18 DVD Standard,1,0
2020-07,North Somerset,Adult Fiction,2712,1192
2020-07,North Somerset,Adult Graphic Novel,2,0
2020-07,North Somerset,Adult Non Fiction,434,234
2020-07,North Somerset,Adult Reference,1,0
2020-07,North Somerset,Adult Spoken Word,278,48
2020-07,North Somerset,B.O.P.,6,2
2020-07,North Somerset,Boxed Set 18 DVD,1,0
2020-07,North Somerset,Child Fiction,1553,939
2020-07,North Somerset,Child Non Fiction,217,142
2020-07,North Somerset,Child Reference,3,0
2020-07,North Somerset,Child Spoken Word,32,13
2020-07,North Somerset,Fastrack,6,0
2020-07,North Somerset,Language Course,4,2
2020-07,North Somerset,Large Print - Adult Fiction,234,69
2020-07,North Somerset,Large Print - Adult Non Fiction,17,20
2020-07,North Somerset,Large Print - Children,5,4
2020-07,North Somerset,Music CD,1,0
2020-07,North Somerset,PG DVD Standard,17,8
2020-07,North Somerset,U DVD Standard,10,8
2020-07,North Somerset,YA / Teen Fiction,185,139
2020-07,North Somerset,YA / Teen Non Fiction,2,4
2020-07,Poole,Unknown,1,0
2020-07,Poole,12 DVD Standard,9,0
2020-07,Poole,15 DVD Standard,10,0
2020-07,Poole,Adult Fiction,2850,1523
2020-07,Poole,Adult Graphic Novel,21,6
2020-07,Poole,Adult Non Fiction,530,393
2020-07,Poole,Adult Reference,2,0
2020-07,Poole,Adult Spoken Word,157,69
2020-07,Poole,B.O.P.,4,3
2020-07,Poole,Boxed Set 12 DVD,2,0
2020-07,Poole,Boxed Set 15 DVD,2,2
2020-07,Poole,Boxed Set 18 DVD,1,0
2020-07,Poole,Boxed Set PG DVD,1,0
2020-07,Poole,Child Fiction,1662,567
2020-07,Poole,Child Non Fiction,245,86
2020-07,Poole,Child Spoken Word,7,4
2020-07,Poole,Language Course,1,3
2020-07,Poole,Large Print - Adult Fiction,295,159
2020-07,Poole,Large Print - Adult Non Fiction,26,19
2020-07,Poole,Large Print - Children,1,0
2020-07,Poole,Music CD,3,1
2020-07,Poole,Music Score,2,1
2020-07,Poole,PG DVD Standard,4,0
2020-07,Poole,U DVD Standard,5,2
2020-07,Poole,YA / Teen Fiction,101,29
2020-07,Poole,YA / Teen Non Fiction,15,6
2020-07,Somerset,Unknown,2,2
2020-07,Somerset,12 DVD Standard,70,12
2020-07,Somerset,15 DVD Standard,71,11
2020-07,Somerset,18 DVD Standard,1,0
2020-07,Somerset,Adult Fiction,5769,2621
2020-07,Somerset,Adult Graphic Novel,15,12
2020-07,Somerset,Adult Non Fiction,1440,985
2020-07,Somerset,Adult Reference,9,2
2020-07,Somerset,Adult Spoken Word,577,154
2020-07,Somerset,B.O.P.,49,12
2020-07,Somerset,Boxed Set 12 DVD,4,2
2020-07,Somerset,Boxed Set 15 DVD,4,1
2020-07,Somerset,Boxed Set 18 DVD,7,1
2020-07,Somerset,Boxed Set PG DVD,1,0
2020-07,Somerset,Child Fiction,3158,1725
2020-07,Somerset,Child Non Fiction,376,235
2020-07,Somerset,Child Spoken Word,64,35
2020-07,Somerset,Classification Exempt,1,0
2020-07,Somerset,Drama single copy,13,0
2020-07,Somerset,Language Course,5,15
2020-07,Somerset,Large Print - Adult Fiction,627,273
2020-07,Somerset,Large Print - Adult Non Fiction,62,20
2020-07,Somerset,Large Print - Children,10,5
2020-07,Somerset,Music CD,4,1
2020-07,Somerset,Music Score,5,7
2020-07,Somerset,PG DVD Standard,34,7
2020-07,Somerset,U DVD Standard,26,6
2020-07,Somerset,YA / Teen Fiction,318,234
2020-07,Somerset,YA / Teen Non Fiction,7,7
2020-07,South Gloucestershire,Unknown,1,0
2020-07,South Gloucestershire,12 DVD Standard,21,0
2020-07,South Gloucestershire,15 DVD Standard,21,1
2020-07,South Gloucestershire,18 DVD Standard,4,0
2020-07,South Gloucestershire,Adult Fiction,4427,1944
2020-07,South Gloucestershire,Adult Graphic Novel,4,0
2020-07,South Gloucestershire,Adult Non Fiction,675,535
2020-07,South Gloucestershire,Adult Spoken Word,576,139
2020-07,South Gloucestershire,B.O.P.,14,7
2020-07,South Gloucestershire,Boxed Set 15 DVD,2,1
2020-07,South Gloucestershire,Boxed Set U DVD,1,0
2020-07,South Gloucestershire,Child Fiction,4676,1887
2020-07,South Gloucestershire,Child Non Fiction,503,312
2020-07,South Gloucestershire,Child Spoken Word,51,35
2020-07,South Gloucestershire,Fastrack,266,160
2020-07,South Gloucestershire,Language Course,2,0
2020-07,South Gloucestershire,Large Print - Adult Fiction,875,132
2020-07,South Gloucestershire,Large Print - Adult Non Fiction,29,3
2020-07,South Gloucestershire,Large Print - Children,5,0
2020-07,South Gloucestershire,Music CD,6,0
2020-07,South Gloucestershire,PG DVD Standard,15,1
2020-07,South Gloucestershire,U DVD Standard,8,1
2020-07,South Gloucestershire,YA / Teen Fiction,203,122
2020-07,South Gloucestershire,YA / Teen Non Fiction,1,0
2020-08,Bath and North East Somerset,Adult Fiction,2416,1011
2020-08,Bath and North East Somerset,Adult Non Fiction,145,107
2020-08,Bath and North East Somerset,Adult Reference,2,0
2020-08,Bath and North East Somerset,Adult Spoken Word,139,18
2020-08,Bath and North East Somerset,B.O.P.,2,0
2020-08,Bath and North East Somerset,Child Fiction,2324,920
2020-08,Bath and North East Somerset,Child Non Fiction,84,47
2020-08,Bath and North East Somerset,Child Spoken Word,19,14
2020-08,Bath and North East Somerset,Large Print - Adult Fiction,140,38
2020-08,Bath and North East Somerset,Large Print - Adult Non Fiction,6,2
2020-08,Bath and North East Somerset,U DVD Standard,1,0
2020-08,Bath and North East Somerset,YA / Teen Fiction,131,51
2020-08,Bristol,Unknown,2,1
2020-08,Bristol,12 DVD Standard,16,2
2020-08,Bristol,15 DVD Standard,37,9
2020-08,Bristol,18 DVD Standard,8,1
2020-08,Bristol,Adult Fiction,3072,1676
2020-08,Bristol,Adult Graphic Novel,47,18
2020-08,Bristol,Adult Non Fiction,1125,861
2020-08,Bristol,Adult Reference,2,0
2020-08,Bristol,Adult Spoken Word,209,64
2020-08,Bristol,B.O.P.,8,2
2020-08,Bristol,Boxed Set 15 DVD,6,1
2020-08,Bristol,Boxed Set 18 DVD,3,0
2020-08,Bristol,Boxed Set U DVD,2,0
2020-08,Bristol,Child Fiction,3146,1338
2020-08,Bristol,Child Non Fiction,301,138
2020-08,Bristol,Child Spoken Word,24,22
2020-08,Bristol,Drama Set,1,0
2020-08,Bristol,Drama single copy,1,0
2020-08,Bristol,Fastrack,29,12
2020-08,Bristol,Language Course,7,1
2020-08,Bristol,Large Print - Adult Fiction,211,173
2020-08,Bristol,Large Print - Adult Non Fiction,11,5
2020-08,Bristol,Large Print - Children,1,0
2020-08,Bristol,Music CD,25,5
2020-08,Bristol,Music Score,12,14
2020-08,Bristol,PG DVD Standard,79,4
2020-08,Bristol,U DVD Standard,66,3
2020-08,Bristol,YA / Teen Fiction,137,53
2020-08,Bristol,YA / Teen Non Fiction,7,2
2020-08,Dorset,Unknown,3,0
2020-08,Dorset,12 DVD Standard,51,12
2020-08,Dorset,15 DVD Standard,51,9
2020-08,Dorset,18 DVD Standard,6,0
2020-08,Dorset,Adult Fiction,14519,4901
2020-08,Dorset,Adult Graphic Novel,47,17
2020-08,Dorset,Adult Non Fiction,2332,1131
2020-08,Dorset,Adult Reference,5,0
2020-08,Dorset,Adult Spoken Word,1016,159
2020-08,Dorset,B.O.P.,3,3
2020-08,Dorset,Child Fiction,5813,1486
2020-08,Dorset,Child Non Fiction,634,207
2020-08,Dorset,Child Reference,1,0
2020-08,Dorset,Child Spoken Word,61,9
2020-08,Dorset,Classification Exempt,17,2
2020-08,Dorset,Drama single copy,1,0
2020-08,Dorset,Fastrack,9,2
2020-08,Dorset,Language Course,3,1
2020-08,Dorset,Large Print - Adult Fiction,1702,553
2020-08,Dorset,Large Print - Adult Non Fiction,169,29
2020-08,Dorset,Large Print - Children,22,5
2020-08,Dorset,Music Score,7,15
2020-08,Dorset,PG DVD Standard,99,17
2020-08,Dorset,Reading Group Set,51,0
2020-08,Dorset,U DVD Standard,60,8
2020-08,Dorset,YA / Teen Fiction,446,203
2020-08,Dorset,YA / Teen Non Fiction,11,6
2020-08,North Somerset,12 DVD Standard,7,1
2020-08,North Somerset,15 DVD Standard,10,5
2020-08,North Somerset,18 DVD Standard,2,0
2020-08,North Somerset,Adult Fiction,3775,1586
2020-08,North Somerset,Adult Graphic Novel,5,4
2020-08,North Somerset,Adult Non Fiction,695,562
2020-08,North Somerset,Adult Reference,5,0
2020-08,North Somerset,Adult Spoken Word,332,88
2020-08,North Somerset,B.O.P.,27,19
2020-08,North Somerset,Boxed Set EX DVD,1,0
2020-08,North Somerset,Boxed Set U DVD,1,0
2020-08,North Somerset,Child Fiction,2588,1444
2020-08,North Somerset,Child Non Fiction,310,224
2020-08,North Somerset,Child Reference,1,0
2020-08,North Somerset,Child Spoken Word,69,24
2020-08,North Somerset,Fastrack,7,2
2020-08,North Somerset,Large Print - Adult Fiction,314,79
2020-08,North Somerset,Large Print - Adult Non Fiction,27,10
2020-08,North Somerset,Large Print - Children,8,8
2020-08,North Somerset,Music CD,2,0
2020-08,North Somerset,PG DVD Standard,66,7
2020-08,North Somerset,U DVD Standard,47,5
2020-08,North Somerset,YA / Teen Fiction,132,49
2020-08,North Somerset,YA / Teen Non Fiction,1,1
2020-08,Poole,12 DVD Standard,15,6
2020-08,Poole,15 DVD Standard,5,0
2020-08,Poole,Adult Fiction,5196,2842
2020-08,Poole,Adult Graphic Novel,19,12
2020-08,Poole,Adult Non Fiction,1115,931
2020-08,Poole,Adult Reference,3,1
2020-08,Poole,Adult Spoken Word,271,70
2020-08,Poole,B.O.P.,17,13
2020-08,Poole,Boxed Set 18 DVD,1,0
2020-08,Poole,Boxed Set PG DVD,4,0
2020-08,Poole,Child Fiction,3151,1097
2020-08,Poole,Child Non Fiction,436,173
2020-08,Poole,Child Reference,1,0
2020-08,Poole,Child Spoken Word,31,12
2020-08,Poole,Classification Exempt,1,0
2020-08,Poole,Language Course,1,0
2020-08,Poole,Large Print - Adult Fiction,524,247
2020-08,Poole,Large Print - Adult Non Fiction,61,22
2020-08,Poole,Large Print - Children,5,2
2020-08,Poole,Music CD,9,4
2020-08,Poole,PG DVD Standard,24,6
2020-08,Poole,U DVD Standard,39,14
2020-08,Poole,YA / Teen Fiction,225,75
2020-08,Poole,YA / Teen Non Fiction,24,12
2020-08,Somerset,12 DVD Standard,165,20
2020-08,Somerset,15 DVD Standard,185,35
2020-08,Somerset,18 DVD Standard,28,1
2020-08,Somerset,Adult Fiction,10647,4672
2020-08,Somerset,Adult Graphic Novel,64,34
2020-08,Somerset,Adult Non Fiction,2510,1635
2020-08,Somerset,Adult Reference,8,1
2020-08,Somerset,Adult Spoken Word,833,243
2020-08,Somerset,B.O.P.,60,21
2020-08,Somerset,Boxed Set 12 DVD,3,2
2020-08,Somerset,Boxed Set 15 DVD,6,1
2020-08,Somerset,Boxed Set 18 DVD,4,1
2020-08,Somerset,Boxed Set U DVD,1,0
2020-08,Somerset,Cash Sales No VAT,1,0
2020-08,Somerset,Child Fiction,6249,3245
2020-08,Somerset,Child Non Fiction,632,361
2020-08,Somerset,Child Spoken Word,88,65
2020-08,Somerset,Classification Exempt,1,0
2020-08,Somerset,Drama single copy,215,2
2020-08,Somerset,Equipment,1,2
2020-08,Somerset,ILL,3,0
2020-08,Somerset,Language Course,10,8
2020-08,Somerset,Large Print - Adult Fiction,1103,333
2020-08,Somerset,Large Print - Adult Non Fiction,118,49
2020-08,Somerset,Large Print - Children,8,3
2020-08,Somerset,Music CD,3,1
2020-08,Somerset,Music Score,22,7
2020-08,Somerset,Music Set,9,0
2020-08,Somerset,PG DVD Standard,168,19
2020-08,Somerset,Reading Group Set,1,0
2020-08,Somerset,U DVD Standard,119,26
2020-08,Somerset,YA / Teen Fiction,424,233
2020-08,Somerset,YA / Teen Non Fiction,6,0
2020-08,South Gloucestershire,12 DVD Standard,21,1
2020-08,South Gloucestershire,15 DVD Standard,19,7
2020-08,South Gloucestershire,18 DVD Standard,2,0
2020-08,South Gloucestershire,Adult Fiction,4273,2251
2020-08,South Gloucestershire,Adult Graphic Novel,6,4
2020-08,South Gloucestershire,Adult Non Fiction,614,434
2020-08,South Gloucestershire,Adult Reference,2,0
2020-08,South Gloucestershire,Adult Spoken Word,426,111
2020-08,South Gloucestershire,B.O.P.,25,11
2020-08,South Gloucestershire,Boxed Set 15 DVD,2,0
2020-08,South Gloucestershire,Boxed Set 18 DVD,1,1
2020-08,South Gloucestershire,Child Fiction,4069,1493
2020-08,South Gloucestershire,Child Non Fiction,381,116
